Customer ID,Full Name,Date of Purchase,Age,State,REGION,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer Churn Status,Reasons for Churn
CUST0156,Ifeanyi Garcia,Feb-25,34,Ekiti,South West,Broadband MiFi,Female,2,Fair,22,300GB FUP Monthly Unlimited,"?30,000.00",2,"?60,000.00",13.9,No,
CUST0157,Ifeanyi Jimenez,Feb-25,18,Bayelsa,South South,4G Router,Male,2,Fair,44,10GB+10mins Monthly Plan,"?4,500.00",13,"?58,500.00",46.76,No,
CUST0157,Ifeanyi Jimenez,Feb-25,18,Bayelsa,South South,Mobile SIM Card,Male,2,Fair,44,1.5GB 2-Day Plan,?600.00,14,"?8,400.00",37.68,No,
CUST0159,Kunle Nielsen,Mar-25,29,Adamawa,North East,Mobile SIM Card,Male,2,Fair,24,7GB Monthly Plan,"?3,500.00",20,"?70,000.00",119.6,No,
CUST0159,Kunle Nielsen,Mar-25,29,Adamawa,North East,5G Broadband Router,Male,2,Fair,24,450GB 3-Month Broadband Plan,"?75,000.00",12,"?900,000.00",117.61,No,
CUST0160,Oghene Diaz,Jan-25,74,Enugu,South East,5G Broadband Router,Female,2,Fair,59,150GB FUP Monthly Unlimited,"?20,000.00",5,"?100,000.00",37.02,No,
CUST0161,Michael Wilson,Feb-25,65,Kogi,North Central,4G Router,Male,4,Very Good,37,165GB Monthly Plan,"?35,000.00",6,"?210,000.00",58.12,Yes,High Call Tarriffs
CUST0161,Michael Wilson,Feb-25,65,Kogi,North Central,5G Broadband Router,Male,4,Very Good,37,200GB Monthly Broadband Plan,"?25,000.00",20,"?500,000.00",168.48,Yes,High Call Tarriffs
CUST0161,Michael Wilson,Feb-25,65,Kogi,North Central,Broadband MiFi,Male,4,Very Good,37,30GB Monthly Broadband Plan,"?9,000.00",1,"?9,000.00",173.17,Yes,High Call Tarriffs
CUST0162,Grace Gallegos,Feb-25,33,Benue,North Central,Mobile SIM Card,Female,4,Very Good,36,1.5GB 2-Day Plan,?600.00,1,?600.00,16.99,No,
CUST0162,Grace Gallegos,Feb-25,33,Benue,North Central,4G Router,Female,4,Very Good,36,10GB+10mins Monthly Plan,"?4,500.00",9,"?40,500.00",58.77,No,
CUST0163,Nura Jackson,Feb-25,52,Abuja (FCT),North Central,Broadband MiFi,Female,5,Excellent,37,120GB Monthly Broadband Plan,"?24,000.00",2,"?48,000.00",164.61,No,
CUST0163,Nura Jackson,Feb-25,52,Abuja (FCT),North Central,4G Router,Female,5,Excellent,37,165GB Monthly Plan,"?35,000.00",14,"?490,000.00",109.5,No,
CUST0163,Nura Jackson,Feb-25,52,Abuja (FCT),North Central,5G Broadband Router,Female,5,Excellent,37,150GB FUP Monthly Unlimited,"?20,000.00",8,"?160,000.00",147.33,No,
CUST0164,Maryam Diaz,Jan-25,20,Nasarawa,North Central,Mobile SIM Card,Female,4,Very Good,23,10GB+10mins Monthly Plan,"?4,500.00",19,"?85,500.00",162.24,No,
CUST0165,Oghene Allison,Feb-25,70,Abuja (FCT),North Central,5G Broadband Router,Male,2,Fair,51,300GB FUP Monthly Unlimited,"?30,000.00",10,"?300,000.00",65.07,No,
CUST0165,Oghene Allison,Feb-25,70,Abuja (FCT),North Central,Mobile SIM Card,Male,2,Fair,51,1GB+1.5mins Daily Plan,?500.00,17,"?8,500.00",114.76,No,
CUST0165,Oghene Allison,Feb-25,70,Abuja (FCT),North Central,4G Router,Male,2,Fair,51,65GB Monthly Plan,"?16,000.00",14,"?224,000.00",27.55,No,
CUST0166,Sade Suarez,Feb-25,51,Borno,North East,Mobile SIM Card,Male,3,Good,16,1GB+1.5mins Daily Plan,?500.00,13,"?6,500.00",125.75,No,
CUST0166,Sade Suarez,Feb-25,51,Borno,North East,4G Router,Male,3,Good,16,165GB Monthly Plan,"?35,000.00",3,"?105,000.00",15.57,No,
CUST0166,Sade Suarez,Feb-25,51,Borno,North East,Broadband MiFi,Male,3,Good,16,60GB Monthly Broadband Plan,"?14,500.00",9,"?130,500.00",103.36,No,
CUST0167,Ejiro Thomas,Jan-25,74,Yobe,North East,5G Broadband Router,Female,1,Poor,38,450GB 3-Month Broadband Plan,"?75,000.00",14,"?1,050,000.00",43.96,No,
CUST0167,Ejiro Thomas,Jan-25,74,Yobe,North East,Broadband MiFi,Female,1,Poor,38,150GB FUP Monthly Unlimited,"?20,000.00",11,"?220,000.00",99.2,No,
CUST0168,Abubakar Weiss,Mar-25,59,Borno,North East,Broadband MiFi,Female,1,Poor,51,150GB FUP Monthly Unlimited,"?20,000.00",1,"?20,000.00",88.54,Yes,High Call Tarriffs
CUST0168,Abubakar Weiss,Mar-25,59,Borno,North East,Mobile SIM Card,Female,1,Poor,51,20GB Monthly Plan,"?7,500.00",5,"?37,500.00",40.86,Yes,High Call Tarriffs
CUST0169,Maryam Dean,Mar-25,36,Akwa Ibom,South South,4G Router,Male,3,Good,42,25GB Monthly Plan,"?9,000.00",8,"?72,000.00",145.33,Yes,High Call Tarriffs
CUST0169,Maryam Dean,Mar-25,36,Akwa Ibom,South South,Broadband MiFi,Male,3,Good,42,60GB Monthly Broadband Plan,"?14,500.00",4,"?58,000.00",131.27,Yes,High Call Tarriffs
CUST0169,Maryam Dean,Mar-25,36,Akwa Ibom,South South,Mobile SIM Card,Male,3,Good,42,2.5GB 2-Day Plan,?900.00,3,"?2,700.00",43.08,Yes,High Call Tarriffs
CUST0170,Amaka Whitaker,Jan-25,44,Bauchi,North East,4G Router,Female,3,Good,1,65GB Monthly Plan,"?16,000.00",3,"?48,000.00",46.17,No,
CUST0170,Amaka Whitaker,Jan-25,44,Bauchi,North East,Mobile SIM Card,Female,3,Good,1,3.2GB 2-Day Plan,"?1,000.00",12,"?12,000.00",21.09,No,
CUST0171,Maryam Dixon,Feb-25,33,Jigawa,North West,4G Router,Male,1,Poor,42,165GB Monthly Plan,"?35,000.00",7,"?245,000.00",70.56,No,
CUST0172,Obinna Miller,Jan-25,68,Nasarawa,North Central,Mobile SIM Card,Male,2,Fair,6,7GB Monthly Plan,"?3,500.00",8,"?28,000.00",158.32,No,
CUST0172,Obinna Miller,Jan-25,68,Nasarawa,North Central,4G Router,Male,2,Fair,6,25GB Monthly Plan,"?9,000.00",8,"?72,000.00",129.1,No,
CUST0172,Obinna Miller,Jan-25,68,Nasarawa,North Central,5G Broadband Router,Male,2,Fair,6,120GB Monthly Broadband Plan,"?24,000.00",1,"?24,000.00",155.9,No,
CUST0173,Maryam Soto,Feb-25,42,Bauchi,North East,Mobile SIM Card,Male,3,Good,48,20GB Monthly Plan,"?7,500.00",16,"?120,000.00",22.99,No,
CUST0174,Kunle Jones,Feb-25,17,Gombe,North East,4G Router,Female,5,Excellent,9,10GB+10mins Monthly Plan,"?4,500.00",1,"?4,500.00",117.68,No,
CUST0174,Kunle Jones,Feb-25,17,Gombe,North East,Mobile SIM Card,Female,5,Excellent,9,1GB+1.5mins Daily Plan,?500.00,2,"?1,000.00",43.54,No,
CUST0175,Tamuno Patton,Feb-25,80,Cross River,South South,Mobile SIM Card,Female,1,Poor,28,25GB Monthly Plan,"?9,000.00",7,"?63,000.00",16.26,No,
CUST0175,Tamuno Patton,Feb-25,80,Cross River,South South,Mobile SIM Card,Female,1,Poor,28,1.5GB 2-Day Plan,?600.00,13,"?7,800.00",107.51,No,
CUST0175,Tamuno Patton,Feb-25,80,Cross River,South South,Broadband MiFi,Female,1,Poor,28,120GB Monthly Broadband Plan,"?24,000.00",3,"?72,000.00",127.04,No,
CUST0176,Maryam Martinez,Jan-25,71,Imo,South East,Broadband MiFi,Male,4,Very Good,16,30GB Monthly Broadband Plan,"?9,000.00",5,"?45,000.00",3.03,Yes,Relocation
CUST0176,Maryam Martinez,Jan-25,71,Imo,South East,4G Router,Male,4,Very Good,16,65GB Monthly Plan,"?16,000.00",12,"?192,000.00",33.18,Yes,Relocation
CUST0176,Maryam Martinez,Jan-25,71,Imo,South East,Mobile SIM Card,Male,4,Very Good,16,16.5GB+10mins Monthly Plan,"?6,500.00",9,"?58,500.00",103.69,Yes,Relocation
CUST0177,Amina Johnson,Jan-25,63,Borno,North East,5G Broadband Router,Female,1,Poor,47,150GB FUP Monthly Unlimited,"?20,000.00",19,"?380,000.00",52.96,No,
CUST0177,Amina Johnson,Jan-25,63,Borno,North East,Mobile SIM Card,Female,1,Poor,47,3.2GB 2-Day Plan,"?1,000.00",17,"?17,000.00",99.48,No,
CUST0178,Ejiro Johnson,Feb-25,23,Yobe,North East,Broadband MiFi,Male,3,Good,24,30GB Monthly Broadband Plan,"?9,000.00",1,"?9,000.00",171.81,No,
CUST0178,Ejiro Johnson,Feb-25,23,Yobe,North East,Mobile SIM Card,Male,3,Good,24,500MB Daily Plan,?350.00,12,"?4,200.00",9.67,No,
CUST0178,Ejiro Johnson,Feb-25,23,Yobe,North East,5G Broadband Router,Male,3,Good,24,450GB 3-Month Broadband Plan,"?75,000.00",6,"?450,000.00",184.09,No,
CUST0179,Bola Curtis,Feb-25,69,Osun,South West,5G Broadband Router,Female,3,Good,16,300GB FUP Monthly Unlimited,"?30,000.00",17,"?510,000.00",45.03,Yes,Poor Network
CUST0179,Bola Curtis,Feb-25,69,Osun,South West,Broadband MiFi,Female,3,Good,16,30GB Monthly Broadband Plan,"?9,000.00",3,"?27,000.00",190.84,Yes,Poor Network
CUST0179,Bola Curtis,Feb-25,69,Osun,South West,Mobile SIM Card,Female,3,Good,16,12.5GB Monthly Plan,"?5,500.00",10,"?55,000.00",173.27,Yes,Poor Network
CUST0180,Ese Haley,Feb-25,27,Sokoto,North West,Mobile SIM Card,Male,3,Good,24,25GB Monthly Plan,"?9,000.00",16,"?144,000.00",118.54,No,
CUST0180,Ese Haley,Feb-25,27,Sokoto,North West,Mobile SIM Card,Male,3,Good,24,500MB Daily Plan,?350.00,18,"?6,300.00",146.63,No,
CUST0181,Halima Walker,Feb-25,35,Lagos,South West,Broadband MiFi,Female,5,Excellent,2,60GB Monthly Broadband Plan,"?14,500.00",10,"?145,000.00",169.88,No,
CUST0181,Halima Walker,Feb-25,35,Lagos,South West,4G Router,Female,5,Excellent,2,65GB Monthly Plan,"?16,000.00",8,"?128,000.00",41.44,No,
CUST0181,Halima Walker,Feb-25,35,Lagos,South West,Mobile SIM Card,Female,5,Excellent,2,20GB Monthly Plan,"?7,500.00",2,"?15,000.00",98.66,No,
CUST0182,Obinna Mills,Feb-25,51,Katsina,North West,Mobile SIM Card,Male,5,Excellent,59,3.2GB 2-Day Plan,"?1,000.00",17,"?17,000.00",116.36,No,
CUST0182,Obinna Mills,Feb-25,51,Katsina,North West,5G Broadband Router,Male,5,Excellent,59,300GB FUP Monthly Unlimited,"?30,000.00",13,"?390,000.00",127.62,No,
CUST0183,Kunle Shaw,Mar-25,23,Kwara,North Central,5G Broadband Router,Male,3,Good,16,1.5TB Yearly Broadband Plan,"?150,000.00",3,"?450,000.00",54.76,No,
CUST0183,Kunle Shaw,Mar-25,23,Kwara,North Central,4G Router,Male,3,Good,16,10GB+10mins Monthly Plan,"?4,500.00",19,"?85,500.00",27.65,No,
CUST0184,Ngozi Webb,Feb-25,35,Anambra,South East,5G Broadband Router,Male,3,Good,29,120GB Monthly Broadband Plan,"?24,000.00",4,"?96,000.00",92.94,No,
CUST0184,Ngozi Webb,Feb-25,35,Anambra,South East,Broadband MiFi,Male,3,Good,29,30GB Monthly Broadband Plan,"?9,000.00",10,"?90,000.00",31.94,No,
CUST0184,Ngozi Webb,Feb-25,35,Anambra,South East,Mobile SIM Card,Male,3,Good,29,65GB Monthly Plan,"?16,000.00",11,"?176,000.00",43.4,No,
CUST0185,Obinna Young,Jan-25,27,Imo,South East,Mobile SIM Card,Female,3,Good,26,12.5GB Monthly Plan,"?5,500.00",18,"?99,000.00",111.41,Yes,Poor Customer Service
CUST0186,Halima Harrison,Feb-25,28,Sokoto,North West,4G Router,Male,1,Poor,52,10GB+10mins Monthly Plan,"?4,500.00",12,"?54,000.00",164.82,Yes,Better Offers from Competitors
CUST0187,Chinedu Brown,Feb-25,49,Kaduna,North West,5G Broadband Router,Male,4,Very Good,5,150GB FUP Monthly Unlimited,"?20,000.00",15,"?300,000.00",9.02,No,
CUST0188,Sade Cruz,Jan-25,37,Kwara,North Central,5G Broadband Router,Female,4,Very Good,32,60GB Monthly Broadband Plan,"?14,500.00",9,"?130,500.00",181.71,No,
CUST0189,Zainab Mcguire,Feb-25,73,Plateau,North Central,Mobile SIM Card,Male,3,Good,40,1GB+1.5mins Daily Plan,?500.00,14,"?7,000.00",76.91,No,
CUST0189,Zainab Mcguire,Feb-25,73,Plateau,North Central,Broadband MiFi,Male,3,Good,40,150GB FUP Monthly Unlimited,"?20,000.00",17,"?340,000.00",128.71,No,
CUST0189,Zainab Mcguire,Feb-25,73,Plateau,North Central,5G Broadband Router,Male,3,Good,40,60GB Monthly Broadband Plan,"?14,500.00",18,"?261,000.00",126.34,No,
CUST0190,Funke Thomas,Feb-25,64,Ekiti,South West,5G Broadband Router,Female,3,Good,35,300GB FUP Monthly Unlimited,"?30,000.00",20,"?600,000.00",5.7,No,
CUST0190,Funke Thomas,Feb-25,64,Ekiti,South West,4G Router,Female,3,Good,35,10GB+10mins Monthly Plan,"?4,500.00",9,"?40,500.00",6.35,No,
CUST0190,Funke Thomas,Feb-25,64,Ekiti,South West,Mobile SIM Card,Female,3,Good,35,2.5GB 2-Day Plan,?900.00,16,"?14,400.00",161.83,No,
CUST0191,Sarah Meyer,Feb-25,61,Osun,South West,Broadband MiFi,Male,2,Fair,7,300GB FUP Monthly Unlimited,"?30,000.00",6,"?180,000.00",187.07,Yes,Better Offers from Competitors
CUST0191,Sarah Meyer,Feb-25,61,Osun,South West,Mobile SIM Card,Male,2,Fair,7,1.5GB 2-Day Plan,?600.00,11,"?6,600.00",47.69,Yes,Better Offers from Competitors
CUST0191,Sarah Meyer,Feb-25,61,Osun,South West,4G Router,Male,2,Fair,7,25GB Monthly Plan,"?9,000.00",1,"?9,000.00",182.84,Yes,Better Offers from Competitors
CUST0192,Oghene Schroeder,Mar-25,34,Benue,North Central,Broadband MiFi,Female,2,Fair,35,150GB FUP Monthly Unlimited,"?20,000.00",1,"?20,000.00",120.53,No,
CUST0193,Sarah Thomas,Feb-25,77,Lagos,South West,5G Broadband Router,Female,2,Fair,59,30GB Monthly Broadband Plan,"?9,000.00",19,"?171,000.00",4.87,No,
CUST0194,Obinna Dunn,Mar-25,30,Bauchi,North East,5G Broadband Router,Female,4,Very Good,5,300GB FUP Monthly Unlimited,"?30,000.00",14,"?420,000.00",195.18,No,
CUST0194,Obinna Dunn,Mar-25,30,Bauchi,North East,4G Router,Female,4,Very Good,5,165GB Monthly Plan,"?35,000.00",6,"?210,000.00",130.01,No,
CUST0195,Oghene Munoz,Mar-25,44,Enugu,South East,Mobile SIM Card,Female,2,Fair,20,1.5GB 2-Day Plan,?600.00,20,"?12,000.00",120.68,Yes,Poor Network
CUST0195,Oghene Munoz,Mar-25,44,Enugu,South East,5G Broadband Router,Female,2,Fair,20,60GB Monthly Broadband Plan,"?14,500.00",4,"?58,000.00",128.11,Yes,Poor Network
CUST0195,Oghene Munoz,Mar-25,44,Enugu,South East,Broadband MiFi,Female,2,Fair,20,60GB Monthly Broadband Plan,"?14,500.00",3,"?43,500.00",28.56,Yes,Poor Network
CUST0196,Halima Burns,Jan-25,60,Niger,North Central,4G Router,Male,3,Good,41,65GB Monthly Plan,"?16,000.00",4,"?64,000.00",70.42,No,
CUST0196,Halima Burns,Jan-25,60,Niger,North Central,Broadband MiFi,Male,3,Good,41,30GB Monthly Broadband Plan,"?9,000.00",15,"?135,000.00",10.11,No,
CUST0197,Ibim Murphy,Feb-25,37,Kogi,North Central,Mobile SIM Card,Female,3,Good,57,500MB Daily Plan,?350.00,3,"?1,050.00",32.95,No,
CUST0198,Bola Potter,Jan-25,53,Kano,North West,4G Router,Female,1,Poor,17,65GB Monthly Plan,"?16,000.00",3,"?48,000.00",109.64,No,
CUST0198,Bola Potter,Jan-25,53,Kano,North West,5G Broadband Router,Female,1,Poor,17,200GB Monthly Broadband Plan,"?25,000.00",20,"?500,000.00",119.01,No,
CUST0199,John Morales,Feb-25,19,Kwara,North Central,4G Router,Male,2,Fair,39,10GB+10mins Monthly Plan,"?4,500.00",18,"?81,000.00",139.59,Yes,Costly Data Plans
CUST0200,Saidu Tucker,Jan-25,52,Abia,South East,4G Router,Male,4,Very Good,7,25GB Monthly Plan,"?9,000.00",3,"?27,000.00",1.26,No,
CUST0200,Saidu Tucker,Jan-25,52,Abia,South East,Broadband MiFi,Male,4,Very Good,7,300GB FUP Monthly Unlimited,"?30,000.00",20,"?600,000.00",164.87,No,
CUST0201,John Mcgrath,Feb-25,41,Anambra,South East,Broadband MiFi,Male,3,Good,14,60GB Monthly Broadband Plan,"?14,500.00",9,"?130,500.00",94.45,No,
CUST0201,John Mcgrath,Feb-25,41,Anambra,South East,4G Router,Male,3,Good,14,65GB Monthly Plan,"?16,000.00",13,"?208,000.00",128.55,No,
CUST0202,Shehu Hays,Feb-25,63,Jigawa,North West,4G Router,Female,1,Poor,12,65GB Monthly Plan,"?16,000.00",4,"?64,000.00",30.65,Yes,Fast Data Consumption
CUST0202,Shehu Hays,Feb-25,63,Jigawa,North West,Mobile SIM Card,Female,1,Poor,12,3.2GB 2-Day Plan,"?1,000.00",18,"?18,000.00",133.79,Yes,Fast Data Consumption
CUST0203,Ibim Castro,Feb-25,45,Oyo,South West,4G Router,Female,5,Excellent,53,25GB Monthly Plan,"?9,000.00",2,"?18,000.00",16.25,No,
CUST0203,Ibim Castro,Feb-25,45,Oyo,South West,Mobile SIM Card,Female,5,Excellent,53,16.5GB+10mins Monthly Plan,"?6,500.00",17,"?110,500.00",114.46,No,
CUST0204,Obinna Patterson,Feb-25,31,Nasarawa,North Central,Mobile SIM Card,Male,2,Fair,11,500MB Daily Plan,?350.00,5,"?1,750.00",199.46,Yes,Fast Data Consumption
CUST0205,Saidu Munoz,Feb-25,56,Kaduna,North West,Mobile SIM Card,Male,5,Excellent,25,16.5GB+10mins Monthly Plan,"?6,500.00",4,"?26,000.00",156.45,No,
CUST0205,Saidu Munoz,Feb-25,56,Kaduna,North West,Broadband MiFi,Male,5,Excellent,25,60GB Monthly Broadband Plan,"?14,500.00",19,"?275,500.00",30.35,No,
CUST0206,Ngozi Wood,Mar-25,29,Anambra,South East,Mobile SIM Card,Female,4,Very Good,56,1.5GB 2-Day Plan,?600.00,5,"?3,000.00",55.45,Yes,High Call Tarriffs
CUST0206,Ngozi Wood,Mar-25,29,Anambra,South East,Broadband MiFi,Female,4,Very Good,56,120GB Monthly Broadband Plan,"?24,000.00",13,"?312,000.00",121.93,Yes,High Call Tarriffs
CUST0207,Bola Miller,Feb-25,66,Bayelsa,South South,5G Broadband Router,Male,3,Good,4,120GB Monthly Broadband Plan,"?24,000.00",16,"?384,000.00",62.53,No,
CUST0208,Ngozi Acevedo,Feb-25,45,Borno,North East,Broadband MiFi,Female,3,Good,48,150GB FUP Monthly Unlimited,"?20,000.00",14,"?280,000.00",182.73,Yes,Fast Data Consumption
CUST0208,Ngozi Acevedo,Feb-25,45,Borno,North East,Mobile SIM Card,Female,3,Good,48,12.5GB Monthly Plan,"?5,500.00",12,"?66,000.00",152.02,Yes,Fast Data Consumption
CUST0208,Ngozi Acevedo,Feb-25,45,Borno,North East,4G Router,Female,3,Good,48,65GB Monthly Plan,"?16,000.00",6,"?96,000.00",103.3,Yes,Fast Data Consumption
CUST0209,Kunle Bird,Jan-25,55,Zamfara,North West,Broadband MiFi,Female,2,Fair,9,150GB FUP Monthly Unlimited,"?20,000.00",2,"?40,000.00",7.1,Yes,Better Offers from Competitors
CUST0210,Ejiro Gill,Feb-25,41,Akwa Ibom,South South,Broadband MiFi,Female,5,Excellent,53,150GB FUP Monthly Unlimited,"?20,000.00",20,"?400,000.00",74.81,No,
CUST0211,Alabo Clay,Feb-25,38,Taraba,North East,Broadband MiFi,Female,3,Good,23,60GB Monthly Broadband Plan,"?14,500.00",19,"?275,500.00",10.41,No,
CUST0211,Alabo Clay,Feb-25,38,Taraba,North East,Mobile SIM Card,Female,3,Good,23,10GB+10mins Monthly Plan,"?4,500.00",8,"?36,000.00",171.49,No,
CUST0211,Alabo Clay,Feb-25,38,Taraba,North East,Mobile SIM Card,Female,3,Good,23,500MB Daily Plan,?350.00,14,"?4,900.00",54.18,No,
CUST0212,Michael Williams,Feb-25,18,Lagos,South West,4G Router,Female,2,Fair,59,10GB+10mins Monthly Plan,"?4,500.00",10,"?45,000.00",121.86,No,
CUST0213,Zainab Clark,Mar-25,70,Jigawa,North West,Mobile SIM Card,Female,2,Fair,30,2.5GB 2-Day Plan,?900.00,12,"?10,800.00",102.55,No,
CUST0213,Zainab Clark,Mar-25,70,Jigawa,North West,5G Broadband Router,Female,2,Fair,30,120GB Monthly Broadband Plan,"?24,000.00",4,"?96,000.00",60.05,No,
CUST0213,Zainab Clark,Mar-25,70,Jigawa,North West,Broadband MiFi,Female,2,Fair,30,60GB Monthly Broadband Plan,"?14,500.00",9,"?130,500.00",13.24,No,
CUST0214,Ese Cooper,Feb-25,51,Edo,South South,Mobile SIM Card,Female,5,Excellent,13,7GB Monthly Plan,"?3,500.00",1,"?3,500.00",136.31,No,
CUST0215,Grace Figueroa,Feb-25,53,Edo,South South,Mobile SIM Card,Female,1,Poor,26,165GB Monthly Plan,"?35,000.00",12,"?420,000.00",181.35,No,
CUST0215,Grace Figueroa,Feb-25,53,Edo,South South,Mobile SIM Card,Female,1,Poor,26,16.5GB+10mins Monthly Plan,"?6,500.00",6,"?39,000.00",60.39,No,
CUST0215,Grace Figueroa,Feb-25,53,Edo,South South,Broadband MiFi,Female,1,Poor,26,120GB Monthly Broadband Plan,"?24,000.00",4,"?96,000.00",36.64,No,
CUST0216,John Erickson,Mar-25,32,Edo,South South,5G Broadband Router,Male,1,Poor,44,200GB Monthly Broadband Plan,"?25,000.00",10,"?250,000.00",52.48,Yes,Poor Customer Service
CUST0216,John Erickson,Mar-25,32,Edo,South South,4G Router,Male,1,Poor,44,165GB Monthly Plan,"?35,000.00",16,"?560,000.00",170.32,Yes,Poor Customer Service
CUST0216,John Erickson,Mar-25,32,Edo,South South,Mobile SIM Card,Male,1,Poor,44,2.5GB 2-Day Plan,?900.00,19,"?17,100.00",173.35,Yes,Poor Customer Service
CUST0217,Kunle Collins,Feb-25,76,Benue,North Central,4G Router,Male,5,Excellent,56,10GB+10mins Monthly Plan,"?4,500.00",19,"?85,500.00",68.86,Yes,Poor Network
CUST0218,Zina Dawson,Jan-25,34,Niger,North Central,5G Broadband Router,Male,4,Very Good,50,30GB Monthly Broadband Plan,"?9,000.00",9,"?81,000.00",1.44,No,
CUST0219,Fatima Scott,Jan-25,37,Abuja (FCT),North Central,Mobile SIM Card,Female,2,Fair,51,12.5GB Monthly Plan,"?5,500.00",2,"?11,000.00",76.97,No,
CUST0219,Fatima Scott,Jan-25,37,Abuja (FCT),North Central,4G Router,Female,2,Fair,51,10GB+10mins Monthly Plan,"?4,500.00",1,"?4,500.00",146.27,No,
CUST0219,Fatima Scott,Jan-25,37,Abuja (FCT),North Central,5G Broadband Router,Female,2,Fair,51,200GB Monthly Broadband Plan,"?25,000.00",17,"?425,000.00",151.49,No,
CUST0220,Bala Smith,Mar-25,18,Lagos,South West,Mobile SIM Card,Male,3,Good,15,2.5GB 2-Day Plan,?900.00,10,"?9,000.00",59.99,Yes,Fast Data Consumption
CUST0221,Zina Cochran,Feb-25,59,Kwara,North Central,Mobile SIM Card,Male,3,Good,22,2.5GB 2-Day Plan,?900.00,5,"?4,500.00",46.07,No,
CUST0222,Fatima Carpenter,Mar-25,18,Zamfara,North West,Mobile SIM Card,Male,1,Poor,8,2.5GB 2-Day Plan,?900.00,1,?900.00,132.56,No,
CUST0223,Sade Howell,Jan-25,30,Kogi,North Central,Mobile SIM Card,Female,5,Excellent,25,65GB Monthly Plan,"?16,000.00",4,"?64,000.00",60.57,Yes,High Call Tarriffs
CUST0224,Sarah Stevens,Jan-25,50,Borno,North East,5G Broadband Router,Female,5,Excellent,54,150GB FUP Monthly Unlimited,"?20,000.00",16,"?320,000.00",157.06,No,
CUST0225,Bala Cummings,Feb-25,41,Edo,South South,Mobile SIM Card,Male,3,Good,23,165GB Monthly Plan,"?35,000.00",1,"?35,000.00",66.46,Yes,Relocation
CUST0225,Bala Cummings,Feb-25,41,Edo,South South,5G Broadband Router,Male,3,Good,23,30GB Monthly Broadband Plan,"?9,000.00",4,"?36,000.00",134.49,Yes,Relocation
CUST0226,Grace Carter,Jan-25,35,Katsina,North West,5G Broadband Router,Male,3,Good,47,1.5TB Yearly Broadband Plan,"?150,000.00",6,"?900,000.00",10.49,No,
CUST0226,Grace Carter,Jan-25,35,Katsina,North West,4G Router,Male,3,Good,47,65GB Monthly Plan,"?16,000.00",12,"?192,000.00",170.52,No,
CUST0227,Ese Stewart,Jan-25,70,Delta,South South,4G Router,Male,1,Poor,55,165GB Monthly Plan,"?35,000.00",9,"?315,000.00",191.04,No,
CUST0227,Ese Stewart,Jan-25,70,Delta,South South,Mobile SIM Card,Male,1,Poor,55,3.2GB 2-Day Plan,"?1,000.00",11,"?11,000.00",74.84,No,
CUST0227,Ese Stewart,Jan-25,70,Delta,South South,5G Broadband Router,Male,1,Poor,55,300GB FUP Monthly Unlimited,"?30,000.00",13,"?390,000.00",23.21,No,
CUST0228,Zina Fuller,Feb-25,50,Jigawa,North West,Broadband MiFi,Female,2,Fair,52,60GB Monthly Broadband Plan,"?14,500.00",16,"?232,000.00",182.29,Yes,High Call Tarriffs
CUST0228,Zina Fuller,Feb-25,50,Jigawa,North West,Mobile SIM Card,Female,2,Fair,52,12.5GB Monthly Plan,"?5,500.00",13,"?71,500.00",36.66,Yes,High Call Tarriffs
CUST0228,Zina Fuller,Feb-25,50,Jigawa,North West,5G Broadband Router,Female,2,Fair,52,200GB Monthly Broadband Plan,"?25,000.00",5,"?125,000.00",122.47,Yes,High Call Tarriffs
CUST0229,John Edwards,Jan-25,78,Delta,South South,Mobile SIM Card,Female,1,Poor,29,25GB Monthly Plan,"?9,000.00",20,"?180,000.00",104.06,Yes,Costly Data Plans
CUST0230,Ngozi Pierce,Feb-25,71,Imo,South East,Broadband MiFi,Female,2,Fair,23,120GB Monthly Broadband Plan,"?24,000.00",16,"?384,000.00",169.84,No,
CUST0230,Ngozi Pierce,Feb-25,71,Imo,South East,Mobile SIM Card,Female,2,Fair,23,1.5GB 2-Day Plan,?600.00,16,"?9,600.00",15.44,No,
CUST0230,Ngozi Pierce,Feb-25,71,Imo,South East,5G Broadband Router,Female,2,Fair,23,200GB Monthly Broadband Plan,"?25,000.00",9,"?225,000.00",48.56,No,
CUST0231,Sade Smith,Feb-25,80,Osun,South West,Mobile SIM Card,Female,1,Poor,26,12.5GB Monthly Plan,"?5,500.00",16,"?88,000.00",63.55,No,
CUST0231,Sade Smith,Feb-25,80,Osun,South West,Broadband MiFi,Female,1,Poor,26,30GB Monthly Broadband Plan,"?9,000.00",14,"?126,000.00",20.98,No,
CUST0231,Sade Smith,Feb-25,80,Osun,South West,Mobile SIM Card,Female,1,Poor,26,65GB Monthly Plan,"?16,000.00",1,"?16,000.00",111.65,No,
CUST0232,Chinedu Hughes,Feb-25,54,Zamfara,North West,4G Router,Male,3,Good,42,165GB Monthly Plan,"?35,000.00",20,"?700,000.00",66.73,No,
CUST0233,John Benjamin,Feb-25,62,Nasarawa,North Central,5G Broadband Router,Male,1,Poor,7,150GB FUP Monthly Unlimited,"?20,000.00",6,"?120,000.00",9.63,No,
