customer_id,full_name,date_of_purchase,age,state,mtn_device,gender,satisfaction_rate,customer_review,customer_tenure_in_months,subscription_plan,unit_price,number_of_times_purchased,total_revenue,data_usage,customer_churn_status,reasons_for_churn,region,age_group
cust0178,ejiro johnson,feb-25,23,yobe,broadband mifi,male,3,good,24,30gb monthly broadband plan,9000,1,9000,171.81,no,,north east,Youths(16-24)
cust0178,ejiro johnson,feb-25,23,yobe,mobile sim card,male,3,good,24,500mb daily plan,350,12,4200,9.67,no,,north east,Youths(16-24)
cust0178,ejiro johnson,feb-25,23,yobe,5g broadband router,male,3,good,24,450gb 3-month broadband plan,75000,6,450000,184.09,no,,north east,Youths(16-24)
cust0179,bola curtis,feb-25,69,osun,5g broadband router,female,3,good,16,300gb fup monthly unlimited,30000,17,510000,45.03,yes,poor network,south west,Seniors(60 Above)
cust0179,bola curtis,feb-25,69,osun,broadband mifi,female,3,good,16,30gb monthly broadband plan,9000,3,27000,190.84,yes,poor network,south west,Seniors(60 Above)
cust0179,bola curtis,feb-25,69,osun,mobile sim card,female,3,good,16,12.5gb monthly plan,5500,10,55000,173.27,yes,poor network,south west,Seniors(60 Above)
cust0180,ese haley,feb-25,27,sokoto,mobile sim card,male,3,good,24,25gb monthly plan,9000,16,144000,118.54,no,,north west,Young_adults(25-34)
cust0180,ese haley,feb-25,27,sokoto,mobile sim card,male,3,good,24,500mb daily plan,350,18,6300,146.63,no,,north west,Young_adults(25-34)
cust0181,halima walker,feb-25,35,lagos,broadband mifi,female,5,excellent,2,60gb monthly broadband plan,14500,10,145000,169.88,no,,south west,Adults(35-44)
cust0181,halima walker,feb-25,35,lagos,4g router,female,5,excellent,2,65gb monthly plan,16000,8,128000,41.44,no,,south west,Adults(35-44)
cust0181,halima walker,feb-25,35,lagos,mobile sim card,female,5,excellent,2,20gb monthly plan,7500,2,15000,98.66,no,,south west,Adults(35-44)
cust0182,obinna mills,feb-25,51,katsina,mobile sim card,male,5,excellent,59,3.2gb 2-day plan,1000,17,17000,116.36,no,,north west,Middle_Age(45-59)
cust0182,obinna mills,feb-25,51,katsina,5g broadband router,male,5,excellent,59,300gb fup monthly unlimited,30000,13,390000,127.62,no,,north west,Middle_Age(45-59)
cust0183,kunle shaw,mar-25,23,kwara,5g broadband router,male,3,good,16,1.5tb yearly broadband plan,150000,3,450000,54.76,no,,north central,Youths(16-24)
cust0183,kunle shaw,mar-25,23,kwara,4g router,male,3,good,16,10gb+10mins monthly plan,4500,19,85500,27.65,no,,north central,Youths(16-24)
cust0184,ngozi webb,feb-25,35,anambra,5g broadband router,male,3,good,29,120gb monthly broadband plan,24000,4,96000,92.94,no,,south east,Adults(35-44)
cust0184,ngozi webb,feb-25,35,anambra,broadband mifi,male,3,good,29,30gb monthly broadband plan,9000,10,90000,31.94,no,,south east,Adults(35-44)
cust0184,ngozi webb,feb-25,35,anambra,mobile sim card,male,3,good,29,65gb monthly plan,16000,11,176000,43.4,no,,south east,Adults(35-44)
cust0185,obinna young,jan-25,27,imo,mobile sim card,female,3,good,26,12.5gb monthly plan,5500,18,99000,111.41,yes,poor customer service,south east,Young_adults(25-34)
cust0186,halima harrison,feb-25,28,sokoto,4g router,male,1,poor,52,10gb+10mins monthly plan,4500,12,54000,164.82,yes,better offers from competitors,north west,Young_adults(25-34)
cust0187,chinedu brown,feb-25,49,kaduna,5g broadband router,male,4,very good,5,150gb fup monthly unlimited,20000,15,300000,9.02,no,,north west,Middle_Age(45-59)
cust0188,sade cruz,jan-25,37,kwara,5g broadband router,female,4,very good,32,60gb monthly broadband plan,14500,9,130500,181.71,no,,north central,Adults(35-44)
cust0189,zainab mcguire,feb-25,73,plateau,mobile sim card,male,3,good,40,1gb+1.5mins daily plan,500,14,7000,76.91,no,,north central,Seniors(60 Above)
cust0189,zainab mcguire,feb-25,73,plateau,broadband mifi,male,3,good,40,150gb fup monthly unlimited,20000,17,340000,128.71,no,,north central,Seniors(60 Above)
cust0189,zainab mcguire,feb-25,73,plateau,5g broadband router,male,3,good,40,60gb monthly broadband plan,14500,18,261000,126.34,no,,north central,Seniors(60 Above)
cust0190,funke thomas,feb-25,64,ekiti,5g broadband router,female,3,good,35,300gb fup monthly unlimited,30000,20,600000,5.7,no,,south west,Seniors(60 Above)
cust0190,funke thomas,feb-25,64,ekiti,4g router,female,3,good,35,10gb+10mins monthly plan,4500,9,40500,6.35,no,,south west,Seniors(60 Above)
cust0190,funke thomas,feb-25,64,ekiti,mobile sim card,female,3,good,35,2.5gb 2-day plan,900,16,14400,161.83,no,,south west,Seniors(60 Above)
cust0191,sarah meyer,feb-25,61,osun,broadband mifi,male,2,fair,7,300gb fup monthly unlimited,30000,6,180000,187.07,yes,better offers from competitors,south west,Seniors(60 Above)
cust0191,sarah meyer,feb-25,61,osun,mobile sim card,male,2,fair,7,1.5gb 2-day plan,600,11,6600,47.69,yes,better offers from competitors,south west,Seniors(60 Above)
cust0191,sarah meyer,feb-25,61,osun,4g router,male,2,fair,7,25gb monthly plan,9000,1,9000,182.84,yes,better offers from competitors,south west,Seniors(60 Above)
cust0192,oghene schroeder,mar-25,34,benue,broadband mifi,female,2,fair,35,150gb fup monthly unlimited,20000,1,20000,120.53,no,,north central,Young_adults(25-34)
cust0193,sarah thomas,feb-25,77,lagos,5g broadband router,female,2,fair,59,30gb monthly broadband plan,9000,19,171000,4.87,no,,south west,Seniors(60 Above)
cust0194,obinna dunn,mar-25,30,bauchi,5g broadband router,female,4,very good,5,300gb fup monthly unlimited,30000,14,420000,195.18,no,,north east,Young_adults(25-34)
cust0194,obinna dunn,mar-25,30,bauchi,4g router,female,4,very good,5,165gb monthly plan,35000,6,210000,130.01,no,,north east,Young_adults(25-34)
cust0195,oghene munoz,mar-25,44,enugu,mobile sim card,female,2,fair,20,1.5gb 2-day plan,600,20,12000,120.68,yes,poor network,south east,Adults(35-44)
cust0195,oghene munoz,mar-25,44,enugu,5g broadband router,female,2,fair,20,60gb monthly broadband plan,14500,4,58000,128.11,yes,poor network,south east,Adults(35-44)
cust0195,oghene munoz,mar-25,44,enugu,broadband mifi,female,2,fair,20,60gb monthly broadband plan,14500,3,43500,28.56,yes,poor network,south east,Adults(35-44)
cust0196,halima burns,jan-25,60,niger,4g router,male,3,good,41,65gb monthly plan,16000,4,64000,70.42,no,,north central,Seniors(60 Above)
cust0196,halima burns,jan-25,60,niger,broadband mifi,male,3,good,41,30gb monthly broadband plan,9000,15,135000,10.11,no,,north central,Seniors(60 Above)
cust0197,ibim murphy,feb-25,37,kogi,mobile sim card,female,3,good,57,500mb daily plan,350,3,1050,32.95,no,,north central,Adults(35-44)
cust0198,bola potter,jan-25,53,kano,4g router,female,1,poor,17,65gb monthly plan,16000,3,48000,109.64,no,,north west,Middle_Age(45-59)
cust0198,bola potter,jan-25,53,kano,5g broadband router,female,1,poor,17,200gb monthly broadband plan,25000,20,500000,119.01,no,,north west,Middle_Age(45-59)
cust0199,john morales,feb-25,19,kwara,4g router,male,2,fair,39,10gb+10mins monthly plan,4500,18,81000,139.59,yes,costly data plans,north central,Youths(16-24)
cust0200,saidu tucker,jan-25,52,abia,4g router,male,4,very good,7,25gb monthly plan,9000,3,27000,1.26,no,,south east,Middle_Age(45-59)
cust0200,saidu tucker,jan-25,52,abia,broadband mifi,male,4,very good,7,300gb fup monthly unlimited,30000,20,600000,164.87,no,,south east,Middle_Age(45-59)
cust0201,john mcgrath,feb-25,41,anambra,broadband mifi,male,3,good,14,60gb monthly broadband plan,14500,9,130500,94.45,no,,south east,Adults(35-44)
cust0201,john mcgrath,feb-25,41,anambra,4g router,male,3,good,14,65gb monthly plan,16000,13,208000,128.55,no,,south east,Adults(35-44)
cust0202,shehu hays,feb-25,63,jigawa,4g router,female,1,poor,12,65gb monthly plan,16000,4,64000,30.65,yes,fast data consumption,north west,Seniors(60 Above)
cust0202,shehu hays,feb-25,63,jigawa,mobile sim card,female,1,poor,12,3.2gb 2-day plan,1000,18,18000,133.79,yes,fast data consumption,north west,Seniors(60 Above)
cust0203,ibim castro,feb-25,45,oyo,4g router,female,5,excellent,53,25gb monthly plan,9000,2,18000,16.25,no,,south west,Middle_Age(45-59)
cust0203,ibim castro,feb-25,45,oyo,mobile sim card,female,5,excellent,53,16.5gb+10mins monthly plan,6500,17,110500,114.46,no,,south west,Middle_Age(45-59)
cust0204,obinna patterson,feb-25,31,nasarawa,mobile sim card,male,2,fair,11,500mb daily plan,350,5,1750,199.46,yes,fast data consumption,north central,Young_adults(25-34)
cust0205,saidu munoz,feb-25,56,kaduna,mobile sim card,male,5,excellent,25,16.5gb+10mins monthly plan,6500,4,26000,156.45,no,,north west,Middle_Age(45-59)
cust0205,saidu munoz,feb-25,56,kaduna,broadband mifi,male,5,excellent,25,60gb monthly broadband plan,14500,19,275500,30.35,no,,north west,Middle_Age(45-59)
cust0206,ngozi wood,mar-25,29,anambra,mobile sim card,female,4,very good,56,1.5gb 2-day plan,600,5,3000,55.45,yes,high call tarriffs,south east,Young_adults(25-34)
cust0206,ngozi wood,mar-25,29,anambra,broadband mifi,female,4,very good,56,120gb monthly broadband plan,24000,13,312000,121.93,yes,high call tarriffs,south east,Young_adults(25-34)
cust0207,bola miller,feb-25,66,bayelsa,5g broadband router,male,3,good,4,120gb monthly broadband plan,24000,16,384000,62.53,no,,south south,Seniors(60 Above)
cust0208,ngozi acevedo,feb-25,45,borno,broadband mifi,female,3,good,48,150gb fup monthly unlimited,20000,14,280000,182.73,yes,fast data consumption,north east,Middle_Age(45-59)
cust0208,ngozi acevedo,feb-25,45,borno,mobile sim card,female,3,good,48,12.5gb monthly plan,5500,12,66000,152.02,yes,fast data consumption,north east,Middle_Age(45-59)
cust0208,ngozi acevedo,feb-25,45,borno,4g router,female,3,good,48,65gb monthly plan,16000,6,96000,103.3,yes,fast data consumption,north east,Middle_Age(45-59)
cust0209,kunle bird,jan-25,55,zamfara,broadband mifi,female,2,fair,9,150gb fup monthly unlimited,20000,2,40000,7.1,yes,better offers from competitors,north west,Middle_Age(45-59)
cust0210,ejiro gill,feb-25,41,akwa ibom,broadband mifi,female,5,excellent,53,150gb fup monthly unlimited,20000,20,400000,74.81,no,,south south,Adults(35-44)
cust0211,alabo clay,feb-25,38,taraba,broadband mifi,female,3,good,23,60gb monthly broadband plan,14500,19,275500,10.41,no,,north east,Adults(35-44)
cust0211,alabo clay,feb-25,38,taraba,mobile sim card,female,3,good,23,10gb+10mins monthly plan,4500,8,36000,171.49,no,,north east,Adults(35-44)
cust0211,alabo clay,feb-25,38,taraba,mobile sim card,female,3,good,23,500mb daily plan,350,14,4900,54.18,no,,north east,Adults(35-44)
cust0212,michael williams,feb-25,18,lagos,4g router,female,2,fair,59,10gb+10mins monthly plan,4500,10,45000,121.86,no,,south west,Youths(16-24)
cust0213,zainab clark,mar-25,70,jigawa,mobile sim card,female,2,fair,30,2.5gb 2-day plan,900,12,10800,102.55,no,,north west,Seniors(60 Above)
cust0213,zainab clark,mar-25,70,jigawa,5g broadband router,female,2,fair,30,120gb monthly broadband plan,24000,4,96000,60.05,no,,north west,Seniors(60 Above)
cust0213,zainab clark,mar-25,70,jigawa,broadband mifi,female,2,fair,30,60gb monthly broadband plan,14500,9,130500,13.24,no,,north west,Seniors(60 Above)
cust0214,ese cooper,feb-25,51,edo,mobile sim card,female,5,excellent,13,7gb monthly plan,3500,1,3500,136.31,no,,south south,Middle_Age(45-59)
cust0215,grace figueroa,feb-25,53,edo,mobile sim card,female,1,poor,26,165gb monthly plan,35000,12,420000,181.35,no,,south south,Middle_Age(45-59)
cust0215,grace figueroa,feb-25,53,edo,mobile sim card,female,1,poor,26,16.5gb+10mins monthly plan,6500,6,39000,60.39,no,,south south,Middle_Age(45-59)
cust0215,grace figueroa,feb-25,53,edo,broadband mifi,female,1,poor,26,120gb monthly broadband plan,24000,4,96000,36.64,no,,south south,Middle_Age(45-59)
cust0216,john erickson,mar-25,32,edo,5g broadband router,male,1,poor,44,200gb monthly broadband plan,25000,10,250000,52.48,yes,poor customer service,south south,Young_adults(25-34)
cust0216,john erickson,mar-25,32,edo,4g router,male,1,poor,44,165gb monthly plan,35000,16,560000,170.32,yes,poor customer service,south south,Young_adults(25-34)
cust0216,john erickson,mar-25,32,edo,mobile sim card,male,1,poor,44,2.5gb 2-day plan,900,19,17100,173.35,yes,poor customer service,south south,Young_adults(25-34)
cust0217,kunle collins,feb-25,76,benue,4g router,male,5,excellent,56,10gb+10mins monthly plan,4500,19,85500,68.86,yes,poor network,north central,Seniors(60 Above)
cust0218,zina dawson,jan-25,34,niger,5g broadband router,male,4,very good,50,30gb monthly broadband plan,9000,9,81000,1.44,no,,north central,Young_adults(25-34)
cust0219,fatima scott,jan-25,37,abuja (fct),mobile sim card,female,2,fair,51,12.5gb monthly plan,5500,2,11000,76.97,no,,north central,Adults(35-44)
cust0219,fatima scott,jan-25,37,abuja (fct),4g router,female,2,fair,51,10gb+10mins monthly plan,4500,1,4500,146.27,no,,north central,Adults(35-44)
cust0219,fatima scott,jan-25,37,abuja (fct),5g broadband router,female,2,fair,51,200gb monthly broadband plan,25000,17,425000,151.49,no,,north central,Adults(35-44)
cust0220,bala smith,mar-25,18,lagos,mobile sim card,male,3,good,15,2.5gb 2-day plan,900,10,9000,59.99,yes,fast data consumption,south west,Youths(16-24)
cust0221,zina cochran,feb-25,59,kwara,mobile sim card,male,3,good,22,2.5gb 2-day plan,900,5,4500,46.07,no,,north central,Middle_Age(45-59)
cust0222,fatima carpenter,mar-25,18,zamfara,mobile sim card,male,1,poor,8,2.5gb 2-day plan,900,1,900,132.56,no,,north west,Youths(16-24)
cust0223,sade howell,jan-25,30,kogi,mobile sim card,female,5,excellent,25,65gb monthly plan,16000,4,64000,60.57,yes,high call tarriffs,north central,Young_adults(25-34)
cust0224,sarah stevens,jan-25,50,borno,5g broadband router,female,5,excellent,54,150gb fup monthly unlimited,20000,16,320000,157.06,no,,north east,Middle_Age(45-59)
cust0225,bala cummings,feb-25,41,edo,mobile sim card,male,3,good,23,165gb monthly plan,35000,1,35000,66.46,yes,relocation,south south,Adults(35-44)
cust0225,bala cummings,feb-25,41,edo,5g broadband router,male,3,good,23,30gb monthly broadband plan,9000,4,36000,134.49,yes,relocation,south south,Adults(35-44)
cust0226,grace carter,jan-25,35,katsina,5g broadband router,male,3,good,47,1.5tb yearly broadband plan,150000,6,900000,10.49,no,,north west,Adults(35-44)
cust0226,grace carter,jan-25,35,katsina,4g router,male,3,good,47,65gb monthly plan,16000,12,192000,170.52,no,,north west,Adults(35-44)
cust0227,ese stewart,jan-25,70,delta,4g router,male,1,poor,55,165gb monthly plan,35000,9,315000,191.04,no,,south south,Seniors(60 Above)
cust0227,ese stewart,jan-25,70,delta,mobile sim card,male,1,poor,55,3.2gb 2-day plan,1000,11,11000,74.84,no,,south south,Seniors(60 Above)
cust0227,ese stewart,jan-25,70,delta,5g broadband router,male,1,poor,55,300gb fup monthly unlimited,30000,13,390000,23.21,no,,south south,Seniors(60 Above)
cust0228,zina fuller,feb-25,50,jigawa,broadband mifi,female,2,fair,52,60gb monthly broadband plan,14500,16,232000,182.29,yes,high call tarriffs,north west,Middle_Age(45-59)
cust0228,zina fuller,feb-25,50,jigawa,mobile sim card,female,2,fair,52,12.5gb monthly plan,5500,13,71500,36.66,yes,high call tarriffs,north west,Middle_Age(45-59)
cust0228,zina fuller,feb-25,50,jigawa,5g broadband router,female,2,fair,52,200gb monthly broadband plan,25000,5,125000,122.47,yes,high call tarriffs,north west,Middle_Age(45-59)
cust0229,john edwards,jan-25,78,delta,mobile sim card,female,1,poor,29,25gb monthly plan,9000,20,180000,104.06,yes,costly data plans,south south,Seniors(60 Above)
cust0230,ngozi pierce,feb-25,71,imo,broadband mifi,female,2,fair,23,120gb monthly broadband plan,24000,16,384000,169.84,no,,south east,Seniors(60 Above)
cust0230,ngozi pierce,feb-25,71,imo,mobile sim card,female,2,fair,23,1.5gb 2-day plan,600,16,9600,15.44,no,,south east,Seniors(60 Above)
cust0230,ngozi pierce,feb-25,71,imo,5g broadband router,female,2,fair,23,200gb monthly broadband plan,25000,9,225000,48.56,no,,south east,Seniors(60 Above)
cust0231,sade smith,feb-25,80,osun,mobile sim card,female,1,poor,26,12.5gb monthly plan,5500,16,88000,63.55,no,,south west,Seniors(60 Above)
cust0231,sade smith,feb-25,80,osun,broadband mifi,female,1,poor,26,30gb monthly broadband plan,9000,14,126000,20.98,no,,south west,Seniors(60 Above)
cust0231,sade smith,feb-25,80,osun,mobile sim card,female,1,poor,26,65gb monthly plan,16000,1,16000,111.65,no,,south west,Seniors(60 Above)
cust0232,chinedu hughes,feb-25,54,zamfara,4g router,male,3,good,42,165gb monthly plan,35000,20,700000,66.73,no,,north west,Middle_Age(45-59)
cust0233,john benjamin,feb-25,62,nasarawa,5g broadband router,male,1,poor,7,150gb fup monthly unlimited,20000,6,120000,9.63,no,,north central,Seniors(60 Above)
cust0233,john benjamin,feb-25,62,nasarawa,mobile sim card,male,1,poor,7,12.5gb monthly plan,5500,14,77000,28.52,no,,north central,Seniors(60 Above)
cust0233,john benjamin,feb-25,62,nasarawa,4g router,male,1,poor,7,65gb monthly plan,16000,7,112000,51.23,no,,north central,Seniors(60 Above)
cust0234,bala hardin,feb-25,31,kebbi,broadband mifi,male,3,good,30,60gb monthly broadband plan,14500,19,275500,91.75,yes,fast data consumption,north west,Young_adults(25-34)
cust0235,michael savage,jan-25,33,yobe,mobile sim card,male,5,excellent,34,1.5gb 2-day plan,600,5,3000,146.23,no,,north east,Young_adults(25-34)
cust0235,michael savage,jan-25,33,yobe,5g broadband router,male,5,excellent,34,150gb fup monthly unlimited,20000,20,400000,77.79,no,,north east,Young_adults(25-34)
cust0235,michael savage,jan-25,33,yobe,broadband mifi,male,5,excellent,34,120gb monthly broadband plan,24000,17,408000,176.6,no,,north east,Young_adults(25-34)
cust0236,omamuzo stephenson,mar-25,69,imo,mobile sim card,female,3,good,26,165gb monthly plan,35000,17,595000,120.7,no,,south east,Seniors(60 Above)
cust0237,maryam moore,mar-25,56,ondo,4g router,male,3,good,14,25gb monthly plan,9000,12,108000,142.22,no,,south west,Middle_Age(45-59)
cust0238,john patel,feb-25,69,adamawa,mobile sim card,female,1,poor,57,1.5gb 2-day plan,600,2,1200,11.09,no,,north east,Seniors(60 Above)
cust0239,bala holt,mar-25,50,abuja (fct),5g broadband router,female,2,fair,44,200gb monthly broadband plan,25000,4,100000,162.9,no,,north central,Middle_Age(45-59)
cust0239,bala holt,mar-25,50,abuja (fct),broadband mifi,female,2,fair,44,120gb monthly broadband plan,24000,18,432000,173.67,no,,north central,Middle_Age(45-59)
cust0239,bala holt,mar-25,50,abuja (fct),mobile sim card,female,2,fair,44,500mb daily plan,350,18,6300,148.61,no,,north central,Middle_Age(45-59)
cust0240,omamuzo roberts,jan-25,46,zamfara,5g broadband router,female,4,very good,45,30gb monthly broadband plan,9000,7,63000,148.86,no,,north west,Middle_Age(45-59)
cust0240,omamuzo roberts,jan-25,46,zamfara,mobile sim card,female,4,very good,45,12.5gb monthly plan,5500,12,66000,166.08,no,,north west,Middle_Age(45-59)
cust0240,omamuzo roberts,jan-25,46,zamfara,broadband mifi,female,4,very good,45,120gb monthly broadband plan,24000,20,480000,109.55,no,,north west,Middle_Age(45-59)
cust0241,bala calhoun,jan-25,40,cross river,broadband mifi,female,2,fair,12,60gb monthly broadband plan,14500,9,130500,56.18,no,,south south,Adults(35-44)
cust0241,bala calhoun,jan-25,40,cross river,4g router,female,2,fair,12,10gb+10mins monthly plan,4500,9,40500,32.61,no,,south south,Adults(35-44)
cust0241,bala calhoun,jan-25,40,cross river,mobile sim card,female,2,fair,12,2.5gb 2-day plan,900,5,4500,66.45,no,,south south,Adults(35-44)
cust0242,bola miller,mar-25,35,niger,5g broadband router,male,4,very good,50,60gb monthly broadband plan,14500,17,246500,191.42,no,,north central,Adults(35-44)
cust0242,bola miller,mar-25,35,niger,broadband mifi,male,4,very good,50,30gb monthly broadband plan,9000,6,54000,157.36,no,,north central,Adults(35-44)
cust0242,bola miller,mar-25,35,niger,4g router,male,4,very good,50,165gb monthly plan,35000,13,455000,108.84,no,,north central,Adults(35-44)
cust0243,chinedu elliott,mar-25,60,osun,mobile sim card,male,3,good,43,16.5gb+10mins monthly plan,6500,1,6500,164.83,no,,south west,Seniors(60 Above)
cust0244,ifeanyi austin,feb-25,60,nasarawa,mobile sim card,male,1,poor,58,20gb monthly plan,7500,10,75000,51.69,no,,north central,Seniors(60 Above)
cust0244,ifeanyi austin,feb-25,60,nasarawa,broadband mifi,male,1,poor,58,30gb monthly broadband plan,9000,12,108000,182.31,no,,north central,Seniors(60 Above)
cust0245,michael jones,feb-25,73,yobe,4g router,male,3,good,19,65gb monthly plan,16000,7,112000,125.57,no,,north east,Seniors(60 Above)
cust0246,fatima foster,feb-25,70,anambra,broadband mifi,male,1,poor,35,60gb monthly broadband plan,14500,2,29000,143.52,no,,south east,Seniors(60 Above)
cust0247,chinedu yates,mar-25,25,oyo,5g broadband router,male,5,excellent,51,450gb 3-month broadband plan,75000,13,975000,77.91,yes,better offers from competitors,south west,Young_adults(25-34)
cust0248,boma peterson,jan-25,56,kano,broadband mifi,female,5,excellent,44,30gb monthly broadband plan,9000,17,153000,71.86,yes,high call tarriffs,north west,Middle_Age(45-59)
cust0248,boma peterson,jan-25,56,kano,5g broadband router,female,5,excellent,44,150gb fup monthly unlimited,20000,10,200000,58.32,yes,high call tarriffs,north west,Middle_Age(45-59)
cust0248,boma peterson,jan-25,56,kano,mobile sim card,female,5,excellent,44,3.2gb 2-day plan,1000,15,15000,56.66,yes,high call tarriffs,north west,Middle_Age(45-59)
cust0249,omamuzo jones,feb-25,66,kano,5g broadband router,female,2,fair,11,120gb monthly broadband plan,24000,12,288000,135.62,no,,north west,Seniors(60 Above)
cust0249,omamuzo jones,feb-25,66,kano,mobile sim card,female,2,fair,11,2.5gb 2-day plan,900,18,16200,110.93,no,,north west,Seniors(60 Above)
cust0249,omamuzo jones,feb-25,66,kano,broadband mifi,female,2,fair,11,150gb fup monthly unlimited,20000,1,20000,25.09,no,,north west,Seniors(60 Above)
cust0250,tamuno lawrence,mar-25,26,abia,4g router,male,2,fair,48,10gb+10mins monthly plan,4500,9,40500,123.57,no,,south east,Young_adults(25-34)
cust0250,tamuno lawrence,mar-25,26,abia,broadband mifi,male,2,fair,48,150gb fup monthly unlimited,20000,19,380000,23.37,no,,south east,Young_adults(25-34)
cust0250,tamuno lawrence,mar-25,26,abia,5g broadband router,male,2,fair,48,30gb monthly broadband plan,9000,18,162000,170.35,no,,south east,Young_adults(25-34)
cust0251,zina nicholson,jan-25,25,cross river,5g broadband router,male,2,fair,17,300gb fup monthly unlimited,30000,8,240000,134.42,no,,south south,Young_adults(25-34)
cust0251,zina nicholson,jan-25,25,cross river,4g router,male,2,fair,17,65gb monthly plan,16000,3,48000,57.38,no,,south south,Young_adults(25-34)
cust0252,bala graham,mar-25,56,yobe,5g broadband router,female,5,excellent,22,300gb fup monthly unlimited,30000,8,240000,1.46,yes,relocation,north east,Middle_Age(45-59)
cust0252,bala graham,mar-25,56,yobe,mobile sim card,female,5,excellent,22,10gb+10mins monthly plan,4500,14,63000,142.58,yes,relocation,north east,Middle_Age(45-59)
cust0253,zainab blackwell,feb-25,62,borno,mobile sim card,female,4,very good,57,3.2gb 2-day plan,1000,20,20000,35.57,no,,north east,Seniors(60 Above)
cust0253,zainab blackwell,feb-25,62,borno,5g broadband router,female,4,very good,57,150gb fup monthly unlimited,20000,5,100000,168.44,no,,north east,Seniors(60 Above)
cust0254,david rodriguez,jan-25,41,edo,broadband mifi,male,1,poor,47,120gb monthly broadband plan,24000,2,48000,42.95,no,,south south,Adults(35-44)
cust0254,david rodriguez,jan-25,41,edo,5g broadband router,male,1,poor,47,120gb monthly broadband plan,24000,18,432000,108.92,no,,south south,Adults(35-44)
cust0254,david rodriguez,jan-25,41,edo,4g router,male,1,poor,47,165gb monthly plan,35000,5,175000,130.95,no,,south south,Adults(35-44)
cust0255,ejiro miller,feb-25,66,osun,5g broadband router,female,5,excellent,9,30gb monthly broadband plan,9000,20,180000,132.7,no,,south west,Seniors(60 Above)
cust0255,ejiro miller,feb-25,66,osun,mobile sim card,female,5,excellent,9,1.5gb 2-day plan,600,5,3000,151.56,no,,south west,Seniors(60 Above)
cust0256,alabo smith,feb-25,36,enugu,4g router,male,3,good,48,25gb monthly plan,9000,2,18000,74.2,yes,better offers from competitors,south east,Adults(35-44)
cust0256,alabo smith,feb-25,36,enugu,broadband mifi,male,3,good,48,150gb fup monthly unlimited,20000,12,240000,103.82,yes,better offers from competitors,south east,Adults(35-44)
cust0257,omamuzo smith,mar-25,76,sokoto,5g broadband router,male,1,poor,3,300gb fup monthly unlimited,30000,13,390000,75.64,no,,north west,Seniors(60 Above)
cust0257,omamuzo smith,mar-25,76,sokoto,mobile sim card,male,1,poor,3,7gb monthly plan,3500,3,10500,117.74,no,,north west,Seniors(60 Above)
cust0257,omamuzo smith,mar-25,76,sokoto,4g router,male,1,poor,3,25gb monthly plan,9000,8,72000,75.58,no,,north west,Seniors(60 Above)
cust0258,sarah munoz,feb-25,67,ekiti,mobile sim card,female,5,excellent,32,65gb monthly plan,16000,9,144000,103.15,yes,poor customer service,south west,Seniors(60 Above)
cust0258,sarah munoz,feb-25,67,ekiti,broadband mifi,female,5,excellent,32,150gb fup monthly unlimited,20000,6,120000,30.47,yes,poor customer service,south west,Seniors(60 Above)
cust0259,ejiro collins,mar-25,31,osun,mobile sim card,female,1,poor,52,1.5gb 2-day plan,600,14,8400,129.63,no,,south west,Young_adults(25-34)
cust0259,ejiro collins,mar-25,31,osun,broadband mifi,female,1,poor,52,30gb monthly broadband plan,9000,5,45000,49.11,no,,south west,Young_adults(25-34)
cust0260,amina johns,feb-25,33,zamfara,mobile sim card,male,1,poor,58,1gb+1.5mins daily plan,500,7,3500,189.48,yes,poor customer service,north west,Young_adults(25-34)
cust0260,amina johns,feb-25,33,zamfara,5g broadband router,male,1,poor,58,1.5tb yearly broadband plan,150000,16,2400000,121.5,yes,poor customer service,north west,Young_adults(25-34)
cust0260,amina johns,feb-25,33,zamfara,broadband mifi,male,1,poor,58,60gb monthly broadband plan,14500,14,203000,34.53,yes,poor customer service,north west,Young_adults(25-34)
cust0261,obinna simon,mar-25,39,zamfara,4g router,female,4,very good,11,165gb monthly plan,35000,4,140000,77.4,no,,north west,Adults(35-44)
cust0262,funke alexander,feb-25,41,bauchi,broadband mifi,female,5,excellent,53,30gb monthly broadband plan,9000,5,45000,96.71,yes,fast data consumption,north east,Adults(35-44)
cust0262,funke alexander,feb-25,41,bauchi,5g broadband router,female,5,excellent,53,30gb monthly broadband plan,9000,14,126000,179.45,yes,fast data consumption,north east,Adults(35-44)
cust0262,funke alexander,feb-25,41,bauchi,mobile sim card,female,5,excellent,53,16.5gb+10mins monthly plan,6500,2,13000,84.43,yes,fast data consumption,north east,Adults(35-44)
cust0263,sarah fritz,feb-25,70,osun,broadband mifi,female,3,good,51,300gb fup monthly unlimited,30000,8,240000,95.69,no,,south west,Seniors(60 Above)
cust0263,sarah fritz,feb-25,70,osun,4g router,female,3,good,51,65gb monthly plan,16000,18,288000,57.01,no,,south west,Seniors(60 Above)
cust0263,sarah fritz,feb-25,70,osun,mobile sim card,female,3,good,51,20gb monthly plan,7500,1,7500,51.93,no,,south west,Seniors(60 Above)
cust0264,tunde smith,feb-25,31,bauchi,mobile sim card,male,3,good,25,165gb monthly plan,35000,9,315000,130.49,no,,north east,Young_adults(25-34)
cust0265,saidu martinez,feb-25,70,gombe,mobile sim card,female,2,fair,44,16.5gb+10mins monthly plan,6500,9,58500,111.2,no,,north east,Seniors(60 Above)
